X,Y
200.700,75.529
200.700,74.515
200.700,73.501
200.700,72.487
200.700,71.473
200.800,70.700
218.300,70.700
219.309,70.700
220.319,70.700
220.764,71.409
221.216,71.860
222.018,71.124
222.893,70.672
223.807,70.501
224.858,70.586
225.200,71.343
225.200,72.352
224.939,73.100
223.929,73.100
222.912,73.212
222.015,73.655
221.333,74.370
220.952,75.287
220.900,76.304
220.900,77.314
220.900,78.323
220.900,79.332
220.900,80.342
220.900,81.351
220.900,82.360
220.330,82.800
219.321,82.800
218.312,82.800
218.300,81.802
218.300,80.793
218.300,79.784
218.300,78.775
218.300,77.765
218.300,76.756
218.300,75.747
218.300,74.737
218.300,73.728
218.300,72.719
218.300,71.709
218.300,70.700
231.100,70.400
232.090,70.478
233.044,70.707
233.947,71.077
234.781,71.578
235.529,72.202
236.175,72.939
236.701,73.780
237.092,74.716
237.330,75.736
237.399,76.831
237.289,77.911
237.013,78.912
236.589,79.826
236.033,80.643
235.362,81.355
234.592,81.951
233.741,82.422
232.824,82.760
231.860,82.954
230.865,82.996
229.882,82.881
228.939,82.619
228.051,82.217
227.236,81.686
226.510,81.034
225.890,80.272
225.394,79.408
225.038,78.452
224.838,77.413
224.811,76.309
224.962,75.247
225.273,74.265
225.730,73.373
226.315,72.580
227.011,71.895
227.801,71.327
228.669,70.886
229.598,70.582
230.572,70.422
231.633,80.669
232.636,80.408
233.456,79.912
234.086,79.218
234.521,78.363
234.756,77.384
234.787,76.324
234.612,75.315
234.235,74.419
233.662,73.674
232.898,73.116
231.949,72.782
230.829,72.708
229.783,72.908
228.920,73.352
228.245,74.003
227.764,74.823
227.481,75.777
227.401,76.826
227.529,77.857
227.859,78.783
228.386,79.566
229.106,80.172
230.012,80.562
231.100,80.700
238.600,63.200
239.602,63.200
240.604,63.200
241.100,63.706
241.100,64.708
241.100,65.710
241.100,66.712
241.100,67.714
241.100,68.716
241.100,69.718
241.100,70.721
241.123,71.700
241.862,71.240
242.734,70.781
243.718,70.493
244.757,70.400
245.771,70.488
246.732,70.727
247.627,71.107
248.444,71.620
249.166,72.255
249.782,73.004
250.277,73.856
250.636,74.803
250.848,75.835
250.896,76.940
250.776,78.016
250.500,79.013
250.081,79.921
249.533,80.730
248.870,81.431
248.105,82.015
247.253,82.472
246.328,82.793
245.343,82.969
243.840,82.987
242.425,82.825
241.857,82.495
241.558,82.018
241.060,81.902
240.712,82.700
239.709,82.700
238.707,82.700
238.600,81.805
238.600,80.803
238.600,79.801
238.600,78.799
238.600,77.797
238.600,76.795
238.600,75.793
238.600,74.791
238.600,73.789
238.600,72.787
238.600,71.785
238.600,70.783
238.600,69.781
238.600,68.779
238.600,67.777
238.600,66.775
238.600,65.773
238.600,64.770
238.600,63.768
245.193,80.673
246.202,80.422
247.028,79.935
247.665,79.248
248.108,78.399
248.351,77.424
248.390,76.366
248.223,75.353
247.854,74.453
247.289,73.701
246.533,73.135
245.592,72.791
244.477,72.705
243.424,72.895
242.553,73.329
241.871,73.971
241.381,74.784
241.089,75.732
241.001,76.779
241.136,77.820
241.492,78.757
242.048,79.551
242.783,80.164
243.674,80.560
244.700,80.700
257.800,70.400
258.790,70.478
259.744,70.707
260.647,71.077
261.481,71.578
262.229,72.202
262.875,72.939
263.401,73.780
263.792,74.716
264.030,75.736
264.099,76.831
263.989,77.911
263.713,78.912
263.289,79.826
262.733,80.643
262.062,81.355
261.292,81.951
260.441,82.422
259.524,82.760
258.560,82.954
257.565,82.996
256.582,82.881
255.639,82.619
254.751,82.217
253.936,81.686
253.210,81.034
252.590,80.272
252.094,79.408
251.738,78.452
251.538,77.413
251.511,76.309
251.662,75.247
251.973,74.265
252.430,73.373
253.015,72.580
253.711,71.895
254.501,71.327
255.369,70.886
256.298,70.582
257.272,70.422
258.333,80.669
259.336,80.408
260.156,79.912
260.786,79.218
261.221,78.363
261.456,77.384
261.487,76.324
261.312,75.315
260.935,74.419
260.362,73.674
259.598,73.116
258.649,72.782
257.529,72.708
256.483,72.908
255.620,73.352
254.945,74.003
254.464,74.823
254.181,75.777
254.101,76.826
254.229,77.857
254.559,78.783
255.086,79.566
255.806,80.172
256.712,80.562
257.800,80.700
263.700,70.700
264.718,70.700
265.735,70.700
266.000,69.947
266.000,68.930
266.114,67.951
266.735,67.145
267.355,66.338
267.976,65.532
268.500,65.977
268.500,66.995
268.500,68.013
268.500,69.030
268.500,70.048
268.965,70.600
269.983,70.600
271.000,70.600
271.100,71.518
271.100,72.535
270.447,72.900
269.430,72.900
268.500,72.988
268.500,74.005
268.500,75.023
268.500,76.040
268.500,77.058
268.500,78.075
268.500,79.093
268.831,80.031
269.742,80.399
270.748,80.210
271.300,80.554
271.300,81.572
271.115,82.440
270.120,82.653
268.952,82.635
267.916,82.368
267.088,81.900
266.474,81.240
266.078,80.397
265.907,79.378
265.900,78.334
265.900,77.316
265.900,76.299
265.900,75.281
265.900,74.264
265.900,73.246
265.229,72.900
264.211,72.900
263.600,72.494
263.600,71.476
263.700,70.700
272.700,65.600
273.700,65.600
274.700,65.600
275.300,66.000
275.300,67.000
275.300,68.000
274.700,68.400
273.700,68.400
272.700,68.400
272.700,67.400
272.700,66.400
272.900,70.700
273.900,70.700
274.900,70.700
275.200,71.400
275.200,72.400
275.200,73.400
275.200,74.400
275.200,75.400
275.200,76.400
275.200,77.400
275.200,78.400
275.200,79.400
275.200,80.400
275.200,81.400
275.200,82.400
274.600,82.800
273.600,82.800
272.700,82.700
272.700,81.700
272.700,80.700
272.700,79.700
272.700,78.700
272.700,77.700
272.700,76.700
272.700,75.700
272.700,74.700
272.700,73.700
272.700,72.700
272.700,71.700
272.700,70.700
282.900,80.700
283.978,80.521
284.891,80.042
285.588,79.353
286.058,78.638
286.907,79.189
287.755,79.741
287.636,80.482
287.025,81.225
286.300,81.862
285.464,82.376
284.518,82.747
283.465,82.958
282.438,82.991
281.601,82.853
280.731,82.559
279.860,82.118
279.022,81.541
278.251,80.838
277.580,80.019
277.043,79.094
276.674,78.074
276.507,76.970
276.553,75.847
276.772,74.802
277.146,73.845
277.659,72.984
278.295,72.230
279.037,71.592
279.869,71.080
280.774,70.704
281.737,70.474
282.762,70.400
284.129,70.500
285.205,70.770
286.045,71.194
286.708,71.752
287.251,72.427
287.731,73.199
287.359,73.851
286.511,74.403
285.802,74.584
285.268,73.828
284.484,73.187
283.500,72.781
282.377,72.719
281.345,72.954
280.487,73.427
279.813,74.102
279.335,74.941
279.063,75.908
279.006,76.962
279.159,77.977
279.516,78.883
280.073,79.644
280.828,80.225
281.778,80.588
282.900,80.700
288.000,79.500
288.943,79.131
289.886,78.762
290.419,79.186
290.939,80.044
291.748,80.605
292.732,80.800
293.849,80.525
294.480,79.854
294.560,78.947
294.018,78.290
292.931,77.990
291.932,77.735
290.865,77.406
289.927,76.920
289.179,76.287
288.645,75.514
288.351,74.609
288.328,73.626
288.629,72.722
289.204,71.910
289.988,71.232
290.912,70.730
291.909,70.447
292.908,70.419
293.881,70.618
294.800,71.018
295.614,71.606
296.274,72.365
296.730,73.279
296.594,74.000
295.582,74.000
294.569,74.000
294.100,73.366
293.305,72.821
292.149,72.725
291.160,73.137
290.706,73.891
290.966,74.734
291.823,75.292
292.867,75.554
293.890,75.790
294.894,76.152
295.745,76.677
296.404,77.366
296.835,78.218
296.999,79.234
296.877,80.171
296.497,81.021
295.891,81.762
295.089,82.358
294.122,82.776
293.022,82.984
291.876,82.959
290.845,82.736
289.942,82.331
289.173,81.759
288.546,81.032
288.067,80.165
288.000,79.500
